user_id,churn_probability,risk_level,recommended_action,primary_reason
92.0,0.9996007577912581,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
93.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
94.0,0.001065935152597628,HEALTHY,HEALTHY: No action required,days_since_last_active
95.0,0.9994651736189638,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
97.0,0.0020820011283664815,HEALTHY,HEALTHY: No action required,days_since_last_active
98.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
99.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
100.0,0.999525614723706,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
101.0,0.006152464016473367,HEALTHY,HEALTHY: No action required,days_since_last_active
102.0,0.0069176068924086676,HEALTHY,HEALTHY: No action required,days_since_last_active
103.0,0.999339720058923,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
104.0,0.9996838378641911,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
105.0,0.0007153972753192547,HEALTHY,HEALTHY: No action required,days_since_last_active
106.0,0.9994295962129583,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
107.0,0.0014049433631333314,HEALTHY,HEALTHY: No action required,days_since_last_active
108.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
109.0,0.9996181322325604,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
110.0,0.9995592361682537,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
111.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
112.0,0.9997384157121225,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
113.0,0.0009026408976021452,HEALTHY,HEALTHY: No action required,days_since_last_active
114.0,0.002017753280232752,HEALTHY,HEALTHY: No action required,days_since_last_active
115.0,0.9992208634450258,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
116.0,0.9994613131026003,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
117.0,0.9994613131026003,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
118.0,0.9996318554688375,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
119.0,0.0009995402779015116,HEALTHY,HEALTHY: No action required,days_since_last_active
120.0,0.003295324155527218,HEALTHY,HEALTHY: No action required,days_since_last_active
121.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
122.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
123.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
124.0,0.0014346724401784908,HEALTHY,HEALTHY: No action required,days_since_last_active
125.0,0.002801260890624628,HEALTHY,HEALTHY: No action required,days_since_last_active
126.0,0.001502726900588323,HEALTHY,HEALTHY: No action required,days_since_last_active
127.0,0.9995431487371444,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
128.0,0.9994093123843243,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
129.0,0.026045015308549642,HEALTHY,HEALTHY: No action required,days_since_last_active
130.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
131.0,0.9995757086019399,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
132.0,0.9996666633970059,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
133.0,0.06552035368479223,HEALTHY,HEALTHY: No action required,days_since_last_active
134.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
135.0,0.9995866089671559,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
136.0,0.999483311503027,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
137.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
138.0,0.9995132158548271,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
139.0,0.9995132158548271,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
140.0,0.003026468421872946,HEALTHY,HEALTHY: No action required,days_since_last_active
141.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
142.0,0.9994295962129583,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
143.0,0.9997093329752637,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
145.0,0.9993327883265299,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
146.0,0.9992015442139011,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
147.0,0.9994831786599063,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
148.0,0.0009176817615595144,HEALTHY,HEALTHY: No action required,days_since_last_active
149.0,0.0030069203921141993,HEALTHY,HEALTHY: No action required,days_since_last_active
150.0,0.9992035584965651,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
151.0,0.0011982422049002799,HEALTHY,HEALTHY: No action required,days_since_last_active
152.0,0.04921141997856476,HEALTHY,HEALTHY: No action required,days_since_last_active
153.0,0.0018561593268968657,HEALTHY,HEALTHY: No action required,days_since_last_active
154.0,0.9995432486414839,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
155.0,0.999630293545322,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
156.0,0.9994851963257063,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
157.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
158.0,0.9994093123843243,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
159.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
160.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
161.0,0.9995866089671559,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
162.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
163.0,0.9996590627151757,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
164.0,0.9995866089671559,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
165.0,0.9995218601182074,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
166.0,0.0012405576507567913,HEALTHY,HEALTHY: No action required,days_since_last_active
167.0,0.9993707531399386,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
168.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
169.0,0.0033730144203969184,HEALTHY,HEALTHY: No action required,days_since_last_active
170.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
171.0,0.007248859772104376,HEALTHY,HEALTHY: No action required,days_since_last_active
172.0,0.00711138508780674,HEALTHY,HEALTHY: No action required,days_since_last_active
173.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
174.0,0.10250470637420325,HEALTHY,HEALTHY: No action required,days_since_last_active
175.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
176.0,0.0032003115575372676,HEALTHY,HEALTHY: No action required,days_since_last_active
177.0,0.9993436279286131,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
178.0,0.0540378027094989,HEALTHY,HEALTHY: No action required,days_since_last_active
179.0,0.9991633467984761,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
180.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
181.0,0.9994851963257063,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
182.0,0.006804878435510957,HEALTHY,HEALTHY: No action required,days_since_last_active
183.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
185.0,0.9996590627151757,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
186.0,0.002780819628676974,HEALTHY,HEALTHY: No action required,days_since_last_active
187.0,0.07753227928006884,HEALTHY,HEALTHY: No action required,days_since_last_active
188.0,0.0014499380712750386,HEALTHY,HEALTHY: No action required,days_since_last_active
190.0,0.9994295962129583,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
192.0,0.018813305780355144,HEALTHY,HEALTHY: No action required,days_since_last_active
193.0,0.9996383402026061,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
194.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
195.0,0.008855857591426812,HEALTHY,HEALTHY: No action required,days_since_last_active
196.0,0.025730358331141453,HEALTHY,HEALTHY: No action required,days_since_last_active
197.0,0.9995612132256204,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
198.0,0.9994101031462548,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
200.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
201.0,0.0012145526800688437,HEALTHY,HEALTHY: No action required,days_since_last_active
202.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
203.0,0.9996247293461386,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
204.0,0.9996252065757958,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
205.0,0.9993731925167066,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
206.0,0.9994863435928478,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
207.0,0.9994295962129583,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
208.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
209.0,0.9995400273573015,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
210.0,0.9993432634325105,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
211.0,0.004790516722785741,HEALTHY,HEALTHY: No action required,days_since_last_active
212.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
214.0,0.010077548585540571,HEALTHY,HEALTHY: No action required,days_since_last_active
215.0,0.02355762532705124,HEALTHY,HEALTHY: No action required,days_since_last_active
216.0,0.9994749962306653,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
217.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
218.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
219.0,0.999494593107805,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
220.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
221.0,0.028301484581049453,HEALTHY,HEALTHY: No action required,days_since_last_active
223.0,0.999411322168303,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
224.0,0.0009182675477914091,HEALTHY,HEALTHY: No action required,days_since_last_active
225.0,0.0037437164694549756,HEALTHY,HEALTHY: No action required,days_since_last_active
226.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
227.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
228.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
229.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
230.0,0.06557448322360994,HEALTHY,HEALTHY: No action required,days_since_last_active
231.0,0.9996139564785425,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
232.0,0.9993731925167066,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
234.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
235.0,0.000963807380347647,HEALTHY,HEALTHY: No action required,days_since_last_active
236.0,0.0064165360662759,HEALTHY,HEALTHY: No action required,days_since_last_active
237.0,0.9996098331034667,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
238.0,0.9993230837896055,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
239.0,0.04530068008699755,HEALTHY,HEALTHY: No action required,days_since_last_active
240.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
241.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
242.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
243.0,0.001362228522735326,HEALTHY,HEALTHY: No action required,days_since_last_active
244.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
245.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
247.0,0.0012917968893655933,HEALTHY,HEALTHY: No action required,days_since_last_active
248.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
249.0,0.9993960715159711,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
250.0,0.00951044872337206,HEALTHY,HEALTHY: No action required,days_since_last_active
251.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
252.0,0.999411322168303,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
254.0,0.9996553633898136,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
255.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
256.0,0.9996590627151757,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
257.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
258.0,0.9994533960218177,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
260.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
261.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
262.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
263.0,0.0038113195467573014,HEALTHY,HEALTHY: No action required,days_since_last_active
264.0,0.001032826840083175,HEALTHY,HEALTHY: No action required,days_since_last_active
265.0,0.9996590627151757,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
266.0,0.9997300239892438,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
267.0,0.19166215086941893,HEALTHY,HEALTHY: No action required,days_since_last_active
268.0,0.09602766637444064,HEALTHY,HEALTHY: No action required,days_since_last_active
269.0,0.9994533960218177,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
270.0,0.002809912247546061,HEALTHY,HEALTHY: No action required,days_since_last_active
271.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
272.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
273.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
274.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
275.0,0.9996269124172569,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
276.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
277.0,0.9994738628683831,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
278.0,0.999159978065985,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
279.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
280.0,0.0021118058951516026,HEALTHY,HEALTHY: No action required,days_since_last_active
281.0,0.9995132158548271,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
282.0,0.9997159578892946,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
283.0,0.01245600468020107,HEALTHY,HEALTHY: No action required,days_since_last_active
284.0,0.9993472544395081,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
285.0,0.0010158059950398945,HEALTHY,HEALTHY: No action required,days_since_last_active
286.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
287.0,0.9995592361682537,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
288.0,0.028940023336951247,HEALTHY,HEALTHY: No action required,days_since_last_active
289.0,0.006349940711471326,HEALTHY,HEALTHY: No action required,days_since_last_active
290.0,0.001760112962419427,HEALTHY,HEALTHY: No action required,days_since_last_active
291.0,0.0055204584220103145,HEALTHY,HEALTHY: No action required,days_since_last_active
292.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
293.0,0.9996553633898136,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
294.0,0.999444724408866,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
295.0,0.999411322168303,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
296.0,0.644259393816136,AT RISK,AT RISK: Show feature discovery nudge,days_since_last_active
297.0,0.9994853645348517,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
298.0,0.0037867213999437303,HEALTHY,HEALTHY: No action required,days_since_last_active
299.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
300.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
301.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
302.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
303.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
304.0,0.9996666633970059,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
305.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
306.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
307.0,0.9996186951674357,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
308.0,0.9996855270371199,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
309.0,0.9993675853772713,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
310.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
311.0,0.9995865602340782,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
312.0,0.9996181322325604,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
313.0,0.9996477725515441,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
314.0,0.001188981803754037,HEALTHY,HEALTHY: No action required,days_since_last_active
315.0,0.0008675725301556118,HEALTHY,HEALTHY: No action required,days_since_last_active
316.0,0.9995750897544597,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
317.0,0.9995547843717343,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
318.0,0.001476253582872795,HEALTHY,HEALTHY: No action required,days_since_last_active
319.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
320.0,0.9995132158548271,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
321.0,0.9995346301123942,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
322.0,0.0023584203549473458,HEALTHY,HEALTHY: No action required,days_since_last_active
323.0,0.9994958166052451,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
324.0,0.9994558817535685,CRITICAL,CRITICAL: Send re-engagement email + push notification,days_since_last_active
