user_id,total_sessions,avg_session_duration,active_days,daily_activity_std,sessions_per_day,active_days_ratio,days_since_last_active,sessions_last_7d,sessions_prev_7d,session_trend_ratio,feature_entropy,unique_features_used
31,35,21.720780830790844,13,0.7510676161988108,0.7954545454545454,0.29545454545454547,23,0.0,35,0.0,1.5544328269016834,6
32,3,4.773581239615695,1,0.0,0.06818181818181818,0.022727272727272728,40,0.0,3,0.0,0.6931471805599453,2
33,73,19.353659111091957,24,0.8586727202955211,1.6590909090909092,0.5454545454545454,0,13.0,60,0.21311475409836064,1.7207182496513005,6
34,9,27.54583900475896,4,0.49999999999999994,0.20454545454545456,0.09090909090909091,35,0.0,9,0.0,1.3321790402101223,4
35,11,16.88109447709814,4,0.9574271077563381,0.25,0.09090909090909091,30,0.0,11,0.0,1.5498260458782016,5
36,10,19.426945726735195,4,0.5773502691896257,0.22727272727272727,0.09090909090909091,30,0.0,10,0.0,1.5607104090414063,5
37,29,18.719597441266025,10,0.7378647873726217,0.6590909090909091,0.22727272727272727,18,0.0,29,0.0,1.7361953233296772,6
38,34,19.218073734660184,11,0.8312094145936334,0.7727272727272727,0.25,23,0.0,34,0.0,1.6669547487418113,6
39,9,29.96622194738809,3,1.0,0.20454545454545456,0.06818181818181818,35,0.0,9,0.0,1.5607104090414063,5
40,14,16.6966178504151,5,0.447213595499958,0.3181818181818182,0.11363636363636363,36,0.0,14,0.0,0.9649629230074277,3
41,16,24.113098775232725,5,0.8366600265340756,0.36363636363636365,0.11363636363636363,36,0.0,16,0.0,1.5465986860485124,5
43,35,23.33914536663982,10,0.7071067811865474,0.7954545454545454,0.22727272727272727,22,0.0,35,0.0,1.6766052457397174,6
44,43,23.205887809336247,14,0.9168747682531899,0.9772727272727273,0.3181818181818182,11,0.0,43,0.0,1.759093685122045,6
45,10,14.307680610131198,3,0.5773502691896257,0.22727272727272727,0.06818181818181818,35,0.0,10,0.0,1.277034259466139,4
47,18,14.50772292774958,5,0.5477225575051662,0.4090909090909091,0.11363636363636363,33,0.0,18,0.0,1.3322449224385327,4
49,25,25.185581828923507,8,0.9910312089651149,0.5681818181818182,0.18181818181818182,26,0.0,25,0.0,1.5136026783424539,5
50,6,15.955386394793134,2,1.4142135623730951,0.13636363636363635,0.045454545454545456,37,0.0,6,0.0,1.3862943611198906,4
51,2,8.571401661871452,1,0.0,0.045454545454545456,0.022727272727272728,40,0.0,2,0.0,0.0,1
52,15,17.503665153329543,5,1.0,0.3409090909090909,0.11363636363636363,31,0.0,15,0.0,1.6957425341696346,6
53,10,22.247368322464055,3,0.5773502691896258,0.22727272727272727,0.06818181818181818,33,0.0,10,0.0,1.5498260458782016,5
54,45,22.492512069954763,14,0.5789342235218394,1.0227272727272727,0.3181818181818182,12,0.0,45,0.0,1.7562230578148803,6
55,11,22.889428494214417,3,0.5773502691896258,0.25,0.06818181818181818,38,0.0,11,0.0,1.3208883431493221,4
56,90,17.23103302484997,30,0.7427813527082074,2.0454545454545454,0.6818181818181818,0,19.0,71,0.2638888888888889,1.7509081673592453,6
57,85,20.201083457039864,28,0.7926581093427848,1.9318181818181819,0.6363636363636364,0,11.0,74,0.14666666666666667,1.7639609007721728,6
58,22,19.152330161233035,7,0.8997354108424372,0.5,0.1590909090909091,27,0.0,22,0.0,1.4897503188505914,5
59,45,18.019099151023152,14,0.8017837257372732,1.0227272727272727,0.3181818181818182,1,2.0,43,0.045454545454545456,1.615820276321949,6
60,12,13.117713485401888,4,0.816496580927726,0.2727272727272727,0.09090909090909091,34,0.0,12,0.0,1.4941751382893085,5
61,10,17.572848463944105,3,0.5773502691896258,0.22727272727272727,0.06818181818181818,35,0.0,10,0.0,1.5498260458782016,5
62,83,27.9847431915341,27,0.873803618402192,1.8863636363636365,0.6136363636363636,0,15.0,68,0.21739130434782608,1.7579062223131003,6
63,125,22.108742783591225,37,0.8283635591853291,2.840909090909091,0.8409090909090909,0,21.0,104,0.2,1.7889102348823727,6
64,25,21.75057552285602,7,0.7867957924694432,0.5681818181818182,0.1590909090909091,32,0.0,25,0.0,1.7399668199837608,6
65,38,15.339155049741295,14,0.8254203058555571,0.8636363636363636,0.3181818181818182,1,6.0,32,0.18181818181818182,1.736418974916308,6
66,80,20.897136143414464,26,0.8909804452658621,1.8181818181818181,0.5909090909090909,0,19.0,61,0.3064516129032258,1.7536280879865798,6
67,19,27.01715427527888,6,0.983192080250175,0.4318181818181818,0.13636363636363635,32,0.0,19,0.0,1.5247073930301438,6
68,20,15.913478232107376,7,0.8997354108424375,0.45454545454545453,0.1590909090909091,27,0.0,20,0.0,1.5910955635959392,5
69,11,11.698427946047525,4,0.9574271077563381,0.25,0.09090909090909091,35,0.0,11,0.0,1.0789922078775833,3
70,52,22.599502837161072,17,0.8993461677306268,1.1818181818181819,0.38636363636363635,2,3.0,49,0.06,1.6227782893467664,6
71,19,21.606990199186566,5,0.4472135954999579,0.4318181818181818,0.11363636363636363,15,0.0,19,0.0,1.6731183626432506,6
72,7,39.066042131248096,2,0.7071067811865476,0.1590909090909091,0.045454545454545456,40,0.0,7,0.0,1.3321790402101223,4
73,57,17.991591852527588,19,0.816496580927726,1.2954545454545454,0.4318181818181818,18,0.0,57,0.0,1.7370365425280403,6
74,98,21.498369618302384,33,0.8472325715546059,2.227272727272727,0.75,1,16.0,82,0.1927710843373494,1.7555079169926342,6
75,55,22.07606955694691,20,0.8506963092234008,1.25,0.45454545454545453,0,11.0,44,0.24444444444444444,1.7524611061826318,6
76,8,10.747308164221906,3,1.1547005383792515,0.18181818181818182,0.06818181818181818,34,0.0,8,0.0,1.3321790402101223,4
77,12,16.459892318556943,4,0.816496580927726,0.2727272727272727,0.09090909090909091,35,0.0,12,0.0,1.559581156259877,5
78,76,20.74762237808736,27,0.6814598039411162,1.7272727272727273,0.6136363636363636,1,8.0,68,0.11594202898550725,1.7245009443483243,6
79,50,18.82556420313533,15,0.7237468644557457,1.1363636363636365,0.3409090909090909,11,0.0,50,0.0,1.7743131265133822,6
81,10,18.05763474024553,4,0.5773502691896257,0.22727272727272727,0.09090909090909091,20,0.0,10,0.0,1.242453324894,4
82,74,17.270397028518808,24,0.7172815023567723,1.6818181818181819,0.5454545454545454,0,15.0,59,0.25,1.7686026248503217,6
83,27,18.20473665740401,8,0.5175491695067657,0.6136363636363636,0.18181818181818182,23,0.0,27,0.0,1.7219544494060541,6
84,27,25.50587459320989,11,0.8201995322647245,0.6136363636363636,0.25,19,0.0,27,0.0,1.6304325826288886,6
85,4,10.731205911946391,1,0.0,0.09090909090909091,0.022727272727272728,38,0.0,4,0.0,0.6365141682948128,2
86,13,20.572896360275912,4,0.49999999999999994,0.29545454545454547,0.09090909090909091,28,0.0,13,0.0,1.310783678099714,4
87,18,10.11213042520655,6,0.8944271909999159,0.4090909090909091,0.13636363636363635,31,0.0,18,0.0,1.660947433286918,6
88,71,18.60765488389703,25,0.8504900548115382,1.6136363636363635,0.5681818181818182,0,7.0,64,0.1076923076923077,1.7233047692823915,6
90,30,22.565330688606664,11,0.9045340337332909,0.6818181818181818,0.25,27,0.0,30,0.0,1.7673779345300191,6
91,28,21.75774497705114,10,0.9189365834726815,0.6363636363636364,0.22727272727272727,17,0.0,28,0.0,1.7728817984730108,6
92,27,19.0794533967332,9,0.8660254037844386,0.6136363636363636,0.20454545454545456,30,0.0,27,0.0,1.7540041277179665,6
93,2,15.67344847379747,1,0.0,0.045454545454545456,0.022727272727272728,40,0.0,2,0.0,0.0,1
94,59,18.316269858910466,20,0.9445132413883325,1.3409090909090908,0.45454545454545453,4,8.0,51,0.15384615384615385,1.7565142513893837,6
95,25,17.058569327452613,9,0.8333333333333334,0.5681818181818182,0.20454545454545456,25,0.0,25,0.0,1.7214023220140038,6
97,52,20.33361180576944,18,0.9002541398626663,1.1818181818181819,0.4090909090909091,5,4.0,48,0.08163265306122448,1.7499582839532337,6
98,11,16.26334116019741,4,0.9574271077563381,0.25,0.09090909090909091,33,0.0,11,0.0,1.277034259466139,4
99,11,12.489656104622428,3,0.5773502691896258,0.25,0.06818181818181818,34,0.0,11,0.0,1.2554823251787535,4
100,20,14.809143413235818,7,0.8997354108424372,0.45454545454545453,0.1590909090909091,28,0.0,20,0.0,1.7379834485870498,6
101,44,22.020154281569173,18,0.7047921864945659,1.0,0.4090909090909091,8,0.0,44,0.0,1.5846552953335915,5
102,55,20.17526829903622,20,0.910465468000326,1.25,0.45454545454545453,5,5.0,50,0.09803921568627451,1.7103633663113464,6
103,44,24.78174518182583,12,0.778498944161523,1.0,0.2727272727272727,22,0.0,44,0.0,1.696748552502608,6
104,26,18.486623598688375,9,0.927960727138337,0.5909090909090909,0.20454545454545456,28,0.0,26,0.0,1.4053484997634842,5
105,113,16.897401717571643,37,0.8802129144558007,2.5681818181818183,0.8409090909090909,0,17.0,96,0.17525773195876287,1.7772419638601717,6
106,21,22.69996372039188,7,0.816496580927726,0.4772727272727273,0.1590909090909091,34,0.0,21,0.0,1.5740973368489728,5
107,67,18.777495652940843,20,0.7451598203705946,1.5227272727272727,0.45454545454545453,1,15.0,52,0.2830188679245283,1.7852606260578838,6
108,3,16.613679130875397,1,0.0,0.06818181818181818,0.022727272727272728,43,0.0,3,0.0,0.6931471805599453,2
109,19,24.998814265940265,6,0.9831920802501751,0.4318181818181818,0.13636363636363635,34,0.0,19,0.0,1.6715952780212544,6
110,5,18.06147213466645,2,0.7071067811865476,0.11363636363636363,0.045454545454545456,39,0.0,5,0.0,0.6365141682948128,2
111,6,12.029377848581209,2,1.4142135623730951,0.13636363636363635,0.045454545454545456,38,0.0,6,0.0,0.5623351446188083,2
112,55,16.560747874842303,19,0.936585811581694,1.25,0.4318181818181818,18,0.0,55,0.0,1.7579859905522064,6
113,118,15.234919370362999,40,0.875595035770913,2.6818181818181817,0.9090909090909091,0,21.0,97,0.21428571428571427,1.766895052222244,6
114,70,20.796478757583937,22,0.8528028654224418,1.5909090909090908,0.5,1,8.0,62,0.12698412698412698,1.7190827205280204,6
115,36,12.054229408231608,11,0.7862453931068966,0.8181818181818182,0.25,25,0.0,36,0.0,1.7030728890136553,6
116,46,21.193496154805935,15,0.7037315505489968,1.0454545454545454,0.3409090909090909,16,0.0,46,0.0,1.7627183847667154,6
117,47,20.974908360917798,15,0.7432233529572064,1.0681818181818181,0.3409090909090909,15,0.0,47,0.0,1.7603976789838784,6
118,8,19.24755629164659,3,1.1547005383792517,0.18181818181818182,0.06818181818181818,37,0.0,8,0.0,1.3321790402101223,4
119,87,21.168315365033962,29,0.801783725737273,1.9772727272727273,0.6590909090909091,0,16.0,71,0.2222222222222222,1.745800313414605,6
120,60,31.26331941924065,19,0.8342100651206134,1.3636363636363635,0.4318181818181818,1,9.0,51,0.17307692307692307,1.6828370508813904,6
121,11,21.733320137292996,4,0.957427107756338,0.25,0.09090909090909091,39,0.0,11,0.0,1.15374194270109,4
122,9,20.361025584129564,3,1.0,0.20454545454545456,0.06818181818181818,38,0.0,9,0.0,1.3296613488547582,4
123,11,13.285019851383483,4,0.9574271077563381,0.25,0.09090909090909091,38,0.0,11,0.0,1.277034259466139,4
124,83,19.99648012174392,26,0.7493587001820032,1.8863636363636365,0.5909090909090909,0,14.0,69,0.2,1.738425535330737,6
125,51,14.765277693362108,16,0.7500000000000001,1.1590909090909092,0.36363636363636365,2,4.0,47,0.08333333333333333,1.7759705000412178,6
126,59,20.809993527342552,20,0.887041208323017,1.3409090909090908,0.45454545454545453,1,14.0,45,0.30434782608695654,1.744872541781112,6
127,59,20.02221330632286,20,0.8255779474818965,1.3409090909090908,0.45454545454545453,15,0.0,59,0.0,1.6980951586916309,6
128,27,20.360498740637382,9,0.8660254037844386,0.6136363636363636,0.20454545454545456,27,0.0,27,0.0,1.5418327382863626,6
129,38,14.626358111203924,13,0.8623164985025763,0.8636363636363636,0.29545454545454547,11,0.0,38,0.0,1.6379582118563913,6
130,6,14.896281247338417,2,1.4142135623730951,0.13636363636363635,0.045454545454545456,37,0.0,6,0.0,1.3862943611198906,4
131,22,22.73707743372243,7,0.8997354108424375,0.5,0.1590909090909091,22,0.0,22,0.0,1.7140875411870102,6
132,14,18.232774215919928,5,1.0954451150103321,0.3181818181818182,0.11363636363636363,36,0.0,14,0.0,1.3689223607402192,4
133,27,11.796322405335086,10,0.8232726023485645,0.6136363636363636,0.22727272727272727,9,0.0,27,0.0,1.7623147108366672,6
134,10,21.11855112835614,3,0.5773502691896257,0.22727272727272727,0.06818181818181818,38,0.0,10,0.0,1.5498260458782016,5
135,18,17.56334396810345,6,1.0954451150103321,0.4090909090909091,0.13636363636363635,15,0.0,18,0.0,1.6326309271543518,6
136,16,12.831029164175101,5,0.8366600265340756,0.36363636363636365,0.11363636363636363,33,0.0,16,0.0,1.6417347121875212,6
137,14,26.260481043550016,6,0.816496580927726,0.3181818181818182,0.13636363636363635,24,0.0,14,0.0,1.3208883431493221,4
138,3,19.86808523071932,1,0.0,0.06818181818181818,0.022727272727272728,43,0.0,3,0.0,0.6931471805599453,2
139,11,18.810288527133753,3,0.5773502691896257,0.25,0.06818181818181818,40,0.0,11,0.0,1.320888343149322,4
140,67,19.33846932150976,22,0.8438727464026861,1.5227272727272727,0.5,6,4.0,63,0.0625,1.7405917904803143,6
141,9,7.357048204510882,3,1.0,0.20454545454545456,0.06818181818181818,36,0.0,9,0.0,1.5607104090414063,5
142,19,21.7899835795731,7,0.7559289460184544,0.4318181818181818,0.1590909090909091,24,0.0,19,0.0,1.4735023850806486,5
143,55,27.46507682535868,16,0.5123475382979799,1.25,0.36363636363636365,15,0.0,55,0.0,1.7565142513893837,6
145,17,25.2031077126671,7,0.5345224838248488,0.38636363636363635,0.1590909090909091,30,0.0,17,0.0,1.6957425341696346,6
146,38,15.938019322503372,12,0.8348471099367218,0.8636363636363636,0.2727272727272727,28,0.0,38,0.0,1.5433994316555435,6
147,31,25.817172995414012,10,0.8755950357709131,0.7045454545454546,0.22727272727272727,33,0.0,31,0.0,1.6905897978978937,6
148,121,17.870191707191577,38,0.8335940796430428,2.75,0.8636363636363636,0,20.0,101,0.19607843137254902,1.7584600687953773,6
149,76,15.923824856585432,25,0.8406346808612327,1.7272727272727273,0.5681818181818182,5,2.0,74,0.02666666666666667,1.744348738463244,6
150,36,15.634383963345062,10,0.5163977794943223,0.8181818181818182,0.22727272727272727,19,0.0,36,0.0,1.6886309589181236,6
151,79,24.610519379714106,25,0.7999999999999999,1.7954545454545454,0.5681818181818182,0,24.0,55,0.42857142857142855,1.7348040820921269,6
152,23,15.484072123677398,9,0.8819171036881969,0.5227272727272727,0.20454545454545456,5,6.0,17,0.3333333333333333,1.6307991045856431,6
153,93,18.61703968343517,31,0.816496580927726,2.1136363636363638,0.7045454545454546,1,7.0,86,0.08045977011494253,1.7729035364226449,6
154,30,19.764045651393623,11,0.9045340337332909,0.6818181818181818,0.25,19,0.0,30,0.0,1.6907718382057118,6
155,33,22.33156488521651,11,0.8944271909999159,0.75,0.25,15,0.0,33,0.0,1.735638826201225,6
156,14,30.8420236405129,5,0.8366600265340756,0.3181818181818182,0.11363636363636363,35,0.0,14,0.0,1.4270610433807247,5
157,16,22.733923242103156,6,1.0327955589886446,0.36363636363636365,0.13636363636363635,36,0.0,16,0.0,1.4708084763221112,5
158,27,21.361541952477634,9,0.8660254037844386,0.6136363636363636,0.20454545454545456,24,0.0,27,0.0,1.5859341131926616,5
159,10,22.666698290114137,3,1.1547005383792515,0.22727272727272727,0.06818181818181818,40,0.0,10,0.0,1.5498260458782016,5
160,11,16.067783021926182,4,0.9574271077563381,0.25,0.09090909090909091,34,0.0,11,0.0,1.4750763110546947,5
161,22,12.587193510724214,7,0.8997354108424372,0.5,0.1590909090909091,14,0.0,22,0.0,1.5292482930376912,6
162,11,17.48618116479677,4,0.9574271077563381,0.25,0.09090909090909091,37,0.0,11,0.0,1.351783994289646,4
163,18,22.110664958137974,6,0.8944271909999159,0.4090909090909091,0.13636363636363635,32,0.0,18,0.0,1.704551445267297,6
164,22,15.43641783644463,7,0.8997354108424375,0.5,0.1590909090909091,23,0.0,22,0.0,1.4897503188505912,5
165,16,20.18108808597762,5,0.8366600265340756,0.36363636363636365,0.11363636363636363,34,0.0,16,0.0,1.720193459219825,6
166,66,21.260270273737305,21,0.9102589898327995,1.5,0.4772727272727273,1,10.0,56,0.17543859649122806,1.7166926690781237,6
167,27,20.85883695453458,9,0.8660254037844386,0.6136363636363636,0.20454545454545456,30,0.0,27,0.0,1.7060571156426696,6
168,12,15.302799364134543,5,0.8944271909999159,0.2727272727272727,0.11363636363636363,29,0.0,12,0.0,1.0042424730540764,3
169,56,18.46206921564134,19,0.9703197760719182,1.2727272727272727,0.4318181818181818,11,0.0,56,0.0,1.7242437026745532,6
170,10,20.68349096835355,4,1.0,0.22727272727272727,0.09090909090909091,33,0.0,10,0.0,1.3296613488547582,4
171,50,18.602353207679982,16,0.7187952884282609,1.1363636363636365,0.36363636363636365,6,4.0,46,0.0851063829787234,1.7312089679268703,6
172,51,15.399990604613446,20,0.6863327411532596,1.1590909090909092,0.45454545454545453,5,4.0,47,0.08333333333333333,1.7562230578148803,6
173,14,21.95322344158787,5,0.4472135954999579,0.3181818181818182,0.11363636363636363,36,0.0,14,0.0,1.5229550675313182,5
174,34,17.85977261566144,11,0.7006490497453708,0.7727272727272727,0.25,2,6.0,28,0.20689655172413793,1.6324406292499247,6
175,8,24.058290389121975,3,1.1547005383792515,0.18181818181818182,0.06818181818181818,35,0.0,8,0.0,0.9502705392332347,3
176,39,22.760794013061425,14,0.6992932067530679,0.8863636363636364,0.3181818181818182,0,10.0,29,0.3333333333333333,1.6142594273441313,6
177,23,26.85119372065123,8,0.6408699444616557,0.5227272727272727,0.18181818181818182,20,0.0,23,0.0,1.5867847075280475,6
178,36,15.894928510126109,15,0.6324555320336757,0.8181818181818182,0.3409090909090909,1,3.0,33,0.08823529411764706,1.5916855369595382,6
179,37,20.232098163327837,11,0.8090398349558904,0.8409090909090909,0.25,25,0.0,37,0.0,1.6776086627680638,6
180,12,13.158741980489172,5,0.5477225575051661,0.2727272727272727,0.11363636363636363,29,0.0,12,0.0,1.5498260458782016,5
181,14,28.410572462272786,5,0.8366600265340756,0.3181818181818182,0.11363636363636363,20,0.0,14,0.0,1.310783678099714,4
182,39,27.272291081166124,15,0.7367883976130072,0.8863636363636364,0.3409090909090909,11,0.0,39,0.0,1.7517857295133048,6
183,4,34.14910140792595,1,0.0,0.09090909090909091,0.022727272727272728,41,0.0,4,0.0,0.6365141682948128,2
185,18,23.178221233978025,6,0.8944271909999159,0.4090909090909091,0.13636363636363635,32,0.0,18,0.0,1.5454229031935938,5
186,65,19.165027186621437,21,0.8890872794479688,1.4772727272727273,0.4772727272727273,8,0.0,65,0.0,1.6707293085850925,6
187,25,25.022819169401767,7,0.7867957924694432,0.5681818181818182,0.1590909090909091,9,0.0,25,0.0,1.7540041277179665,6
188,60,19.50276032669979,19,0.8342100651206134,1.3636363636363635,0.4318181818181818,11,0.0,60,0.0,1.7867242839156023,6
190,21,20.972118176113046,8,0.7440238091428449,0.4772727272727273,0.18181818181818182,32,0.0,21,0.0,1.3516811946858949,4
192,54,24.802948284697905,19,0.6882472016116853,1.2272727272727273,0.4318181818181818,2,3.0,51,0.057692307692307696,1.7330440734060149,6
193,26,16.674465117740674,8,0.8864052604279183,0.5909090909090909,0.18181818181818182,19,0.0,26,0.0,1.6591048294192141,6
194,11,10.519767953514274,3,0.5773502691896257,0.25,0.06818181818181818,36,0.0,11,0.0,0.9743147528693494,3
195,53,20.83885530131695,19,0.8549819600709618,1.2045454545454546,0.4318181818181818,8,0.0,53,0.0,1.6530219055413415,6
196,39,16.440701261693466,11,0.5222329678670934,0.8863636363636364,0.25,0,7.0,32,0.21212121212121213,1.701469246511586,6
197,25,35.341700731838145,9,0.6666666666666665,0.5681818181818182,0.20454545454545456,29,0.0,25,0.0,1.754105330999288,6
198,20,24.39438410189271,6,0.816496580927726,0.45454545454545453,0.13636363636363635,35,0.0,20,0.0,1.4944032113796122,5
200,3,6.257623898940284,1,0.0,0.06818181818181818,0.022727272727272728,42,0.0,3,0.0,0.6931471805599453,2
201,83,19.874979936409197,28,0.7444681351359534,1.8863636363636365,0.6363636363636364,2,13.0,70,0.18309859154929578,1.7723093922887658,6
202,4,13.39991334941142,1,0.0,0.09090909090909091,0.022727272727272728,42,0.0,4,0.0,0.6365141682948128,2
203,24,21.49922927237381,7,0.9759000729485331,0.5454545454545454,0.1590909090909091,27,0.0,24,0.0,1.742326588860738,6
204,51,15.755692036888355,18,0.8574929257125442,1.1590909090909092,0.4090909090909091,16,0.0,51,0.0,1.7515115000120882,6
205,23,23.94321012881499,7,0.7559289460184544,0.5227272727272727,0.1590909090909091,34,0.0,23,0.0,1.700164942414579,6
206,44,22.480782779841583,14,0.7703288865196432,1.0,0.3181818181818182,21,0.0,44,0.0,1.7576200052094746,6
207,21,22.537271361302935,8,0.5175491695067655,0.4772727272727273,0.18181818181818182,17,0.0,21,0.0,1.591095563595939,5
208,9,22.040035233254823,3,0.0,0.20454545454545456,0.06818181818181818,36,0.0,9,0.0,1.3296613488547582,4
209,41,22.074804435223506,13,0.554700196225229,0.9318181818181818,0.29545454545454547,14,0.0,41,0.0,1.7631154048941104,6
210,22,19.041307549053784,7,0.6900655593423543,0.5,0.1590909090909091,21,0.0,22,0.0,1.71408754118701,6
211,44,21.059723073725433,14,0.7703288865196434,1.0,0.3181818181818182,4,8.0,36,0.21621621621621623,1.6623595623216596,6
212,2,14.7588171252254,1,0.0,0.045454545454545456,0.022727272727272728,37,0.0,2,0.0,0.0,1
214,43,19.92253121726487,16,0.8732124598286491,0.9772727272727273,0.36363636363636365,2,4.0,39,0.1,1.639895583380223,6
215,28,22.59470085517747,10,0.9189365834726815,0.6363636363636364,0.22727272727272727,0,13.0,15,0.8125,1.7351264569629226,6
216,39,18.185472662811872,12,0.8660254037844385,0.8863636363636364,0.2727272727272727,20,0.0,39,0.0,1.5271857564621256,6
217,7,15.508976515321807,2,0.7071067811865476,0.1590909090909091,0.045454545454545456,30,0.0,7,0.0,1.0549201679861442,3
218,13,17.48947165189644,4,0.49999999999999994,0.29545454545454547,0.09090909090909091,34,0.0,13,0.0,1.5229550675313182,5
219,20,18.043503994739968,5,0.0,0.45454545454545453,0.11363636363636363,34,0.0,20,0.0,1.7140875411870102,6
220,3,38.73050721785451,1,0.0,0.06818181818181818,0.022727272727272728,36,0.0,3,0.0,0.0,1
221,38,16.815549568389226,12,0.5773502691896257,0.8636363636363636,0.2727272727272727,13,0.0,38,0.0,1.702126999110231,6
223,29,17.73989712383224,9,0.8333333333333334,0.6590909090909091,0.20454545454545456,18,0.0,29,0.0,1.6831089572088493,6
224,115,18.753874005190692,37,0.8427397048971944,2.6136363636363638,0.8409090909090909,0,30.0,85,0.3488372093023256,1.7264917395584007,6
225,61,18.091734126638055,22,0.8125104061937669,1.3863636363636365,0.5,6,2.0,59,0.03333333333333333,1.7432964013591563,6
226,14,11.686200837638081,4,0.5773502691896257,0.3181818181818182,0.09090909090909091,36,0.0,14,0.0,1.5047882836811908,5
227,10,17.650691269663618,3,0.5773502691896257,0.22727272727272727,0.06818181818181818,37,0.0,10,0.0,1.5498260458782016,5
228,2,3.2412802564559238,1,0.0,0.045454545454545456,0.022727272727272728,36,0.0,2,0.0,0.0,1
229,5,28.135811610594764,2,0.7071067811865476,0.11363636363636363,0.045454545454545456,40,0.0,5,0.0,1.0986122886681096,3
230,34,24.61371451834923,12,0.5773502691896256,0.7727272727272727,0.2727272727272727,0,5.0,29,0.16666666666666666,1.7087083892554746,6
231,25,16.17294939024932,9,0.8333333333333334,0.5681818181818182,0.20454545454545456,26,0.0,25,0.0,1.754105330999288,6
